name,description,category_id,sector_id,image_url,seedling_id,strain_id,plant_facility_id,price
Gelonade Donuts,Team sister story partner any. Son pressure improve house sure set return.,3,4,https://images.unsplash.com/photo-1587899576587-766a2afea5c6?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80,1,2,1,171
Gelonade Vaporizer,It edge simple tonight evening culture still. Be past large model finish morning.,3,2,https://images.unsplash.com/photo-1635347319127-6a064615dedf?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=2070&q=80,3,2,1,105
Sundae Delight Oz,Better child fund senior try their travel. Never specific them point character democratic fish. Threat nor alone provide street in my.,3,1,"https://images.leafly.com/flower-images/defaults/generic/strain-13.png?auto=compress,format&w=215&dpr=1",1,3,2,51
Sundae Delight Donuts,Put away long energy home individual. Green follow begin risk either firm chair.,3,4,https://images.unsplash.com/photo-1611586360741-930bc2c731bc?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80,3,3,3,181
Sundae Delight Vaporizer,Republican college hotel system type beyond single near. Past degree security matter election small join.,3,2,https://images.unsplash.com/photo-1676914880547-474b570c4646?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=791&q=80,3,3,3,53
Banana Kush Oz,Media store ability. Action network place talk recognize more.,3,1,"https://images.leafly.com/flower-images/defaults/generic/strain-18.png?auto=compress,format&w=215&dpr=1",3,4,1,112
Banana Kush Donuts,Country front meet. Reach language choice save toward between over. Difference mouth kind among.,3,4,https://images.unsplash.com/photo-1585653621032-a5fec164ee92?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80,3,4,3,124
Banana Kush Vaporizer,Sing no green baby agent prove. Hard recently food thousand bit hand. Board table see nearly although off author color.,3,2,https://images.unsplash.com/photo-1605118883347-acb83475a3cb?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80,3,4,3,186
Grapes & Cream Oz,Now fly local box total someone trouble.,3,1,"https://images.leafly.com/flower-images/defaults/generic/strain-5.png?auto=compress,format&w=215&dpr=1",2,5,3,92
Grapes & Cream Donuts,House throughout hit black. Pull result nice somebody can card other similar. Later woman win mission.,3,4,https://images.unsplash.com/photo-1586769412527-ab0855979b2e?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=687&q=80,1,5,3,48
Grapes & Cream Vaporizer,Probably step around price through. After those policy national skin scene. The suffer cut draw.,3,2,https://images.unsplash.com/photo-1664904527347-f90ff2940fb6?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=764&q=80,3,5,3,152
Jungle Cake Oz,Matter drug professional. Long likely group education become.,3,1,"https://images.leafly.com/flower-images/defaults/generic/strain-26.png?auto=compress,format&w=215&dpr=1",1,6,2,157
Jungle Cake Donuts,Teacher certainly wonder. Design bad when.,3,4,https://images.unsplash.com/photo-1582293041079-7814c2f12063?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=687&q=80,3,6,2,194
Jungle Cake Vaporizer,Truth Mr common single modern shake end. Red view quickly yard fast strategy. Minute price into remember.,3,2,https://images.unsplash.com/photo-1635347319127-6a064615dedf?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=2070&q=80,2,6,3,179
